ano,tipo_localizacao,rede,modalidade,grupo,percentual
2016,total,estadual,ensinofundamentaltotal,1,65.9
2016,rural,federal,ensinofundamentaltotal,1,74
2016,urbana,federal,ensinofundamentaltotal,1,81.2
2016,total,federal,ensinofundamentaltotal,1,81.10000000000001
2016,rural,total,ensinofundamentaltotal,1,31.5
2016,urbana,total,ensinofundamentaltotal,1,60.9
2016,total,total,ensinofundamentaltotal,1,55.300000000000004
2016,urbana,total,ensinofundamentaltotal,2,1.8
2016,rural,pública,ensinofundamentaltotal,5,40.4
2016,rural,total,ensinofundamentaltotal,2,0.5
2016,urbana,federal,ensinofundamentaltotal,2,2.1
2016,rural,federal,ensinofundamentaltotal,3,16.4
2016,urbana,federal,ensinofundamentaltotal,3,5.9
2016,total,federal,ensinofundamentaltotal,3,5.9
2016,rural,total,ensinofundamentaltotal,3,24.8
2016,urbana,total,ensinofundamentaltotal,3,16.5
2016,total,total,ensinofundamentaltotal,3,18.1
2016,rural,pública,ensinofundamentaltotal,2,0.5
2016,urbana,pública,ensinofundamentaltotal,2,1.8
2016,total,pública,ensinofundamentaltotal,2,1.5
2016,rural,privada,ensinofundamentaltotal,2,1.2
2016,urbana,privada,ensinofundamentaltotal,2,1.8
2016,total,privada,ensinofundamentaltotal,2,1.8
2016,rural,municipal,ensinofundamentaltotal,2,0.4
2016,urbana,municipal,ensinofundamentaltotal,2,1.1
2016,total,municipal,ensinofundamentaltotal,2,0.9
2016,rural,estadual,ensinofundamentaltotal,2,1.4000000000000001
2016,urbana,estadual,ensinofundamentaltotal,2,3
2016,total,estadual,ensinofundamentaltotal,2,2.8000000000000003
2016,rural,federal,ensinofundamentaltotal,2,0
2016,total,federal,ensinofundamentaltotal,2,2.1
2016,total,pública,ensinofundamentaltotal,5,18.6
2016,total,pública,ensinomediototal,5,5.5
2016,total,total,ensinomediototal,1,60.4
2016,total,municipal,ensinomediototal,4,4
2016,rural,estadual,ensinomediototal,4,7.7
2016,urbana,estadual,ensinomediototal,4,6.7
2016,total,estadual,ensinomediototal,4,6.8
2016,rural,federal,ensinomediototal,4,7.2
2016,urbana,federal,ensinomediototal,4,9.200000000000001
2016,total,federal,ensinomediototal,4,8.9
2016,rural,total,ensinomediototal,4,7.7
2016,urbana,municipal,ensinomediototal,4,3.7
2016,urbana,total,ensinomediototal,4,6.8
2016,rural,pública,ensinomediototal,3,32.6
2016,urbana,pública,ensinomediototal,3,23.8
2016,total,pública,ensinomediototal,3,24.400000000000002
2016,rural,privada,ensinomediototal,3,30.6
2016,urbana,privada,ensinomediototal,3,18.400000000000002
2016,total,privada,ensinomediototal,3,18.6
2016,rural,municipal,ensinomediototal,3,34
2016,urbana,municipal,ensinomediototal,3,21.6
2016,total,total,ensinomediototal,4,6.9
2016,rural,municipal,ensinomediototal,4,5.1000000000000005
2016,total,privada,ensinomediototal,4,7.3
2016,urbana,privada,ensinomediototal,4,7.2
2016,rural,privada,ensinomediototal,5,19.3
2016,urbana,privada,ensinomediototal,5,8.6
2016,total,privada,ensinomediototal,5,8.700000000000001
2016,rural,municipal,ensinomediototal,5,29.5
2016,urbana,municipal,ensinomediototal,5,4
2016,total,municipal,ensinomediototal,5,8.2
2016,rural,estadual,ensinomediototal,5,11.700000000000001
2016,urbana,estadual,ensinomediototal,5,5.2
2016,total,estadual,ensinomediototal,5,5.6000000000000005
2016,rural,federal,ensinomediototal,5,1.7
2016,urbana,federal,ensinomediototal,5,2
2016,total,federal,ensinomediototal,5,1.9000000000000001
2016,rural,total,ensinomediototal,5,11.9
2016,urbana,total,ensinomediototal,5,5.8
2016,total,total,ensinomediototal,5,6.1000000000000005
2016,rural,pública,ensinomediototal,4,7.6000000000000005
2016,urbana,pública,ensinomediototal,4,6.8
2016,total,pública,ensinomediototal,4,6.8
2016,rural,privada,ensinomediototal,4,10.9
2016,total,municipal,ensinomediototal,3,23.6
2016,urbana,pública,ensinomediototal,5,5.1000000000000005
2016,rural,estadual,ensinomediototal,3,33.7
2016,total,estadual,ensinomediototal,3,24.8
2016,total,total,ensinomediototal,2,3.1
2016,rural,pública,ensinomediototal,1,46.1
2016,urbana,pública,ensinomediototal,1,61.1
2016,total,pública,ensinomediototal,1,60.1
2016,rural,privada,ensinomediototal,1,37.9
2016,urbana,privada,ensinomediototal,1,62.6
2016,total,privada,ensinomediototal,1,62.300000000000004
2016,rural,municipal,ensinomediototal,1,31.1
2016,urbana,total,ensinomediototal,2,3.2
2016,urbana,municipal,ensinomediototal,1,68.3
2016,rural,estadual,ensinomediototal,1,45
2016,urbana,estadual,ensinomediototal,1,60.7
2016,total,estadual,ensinomediototal,1,59.7
2016,rural,federal,ensinomediototal,1,71.7
2016,urbana,federal,ensinomediototal,1,74.7
2016,total,federal,ensinomediototal,1,74.3
2016,rural,total,ensinomediototal,1,45.800000000000004
2016,urbana,total,ensinomediototal,1,61.300000000000004
2016,total,municipal,ensinomediototal,1,62.2
2016,rural,total,ensinomediototal,2,2.1
2016,total,federal,ensinomediototal,2,7.1000000000000005
2016,urbana,federal,ensinomediototal,2,7
2016,rural,federal,ensinomediototal,3,11.9
2016,urbana,federal,ensinomediototal,3,7.1000000000000005
2016,total,federal,ensinomediototal,3,7.8
2016,rural,total,ensinomediototal,3,32.5
2016,urbana,total,ensinomediototal,3,22.900000000000002
2016,total,total,ensinomediototal,3,23.5
2016,rural,pública,ensinomediototal,2,2.1
2016,urbana,pública,ensinomediototal,2,3.2
2016,total,pública,ensinomediototal,2,3.2
2016,rural,privada,ensinomediototal,2,1.3
2016,urbana,privada,ensinomediototal,2,3.2
2016,total,privada,ensinomediototal,2,3.1
2016,rural,municipal,ensinomediototal,2,0.3
2016,urbana,municipal,ensinomediototal,2,2.4
2016,total,municipal,ensinomediototal,2,2
2016,rural,estadual,ensinomediototal,2,1.9000000000000001
2016,urbana,estadual,ensinomediototal,2,3.2
2016,total,estadual,ensinomediototal,2,3.1
2016,rural,federal,ensinomediototal,2,7.5
2016,urbana,estadual,ensinomediototal,3,24.2
2016,rural,pública,ensinomediototal,5,11.6
2014,total,total,educacaoinfantil,1,44.2
2014,rural,municipal,educacaoinfantil,4,2.4
2014,urbana,federal,educacaoinfantil,4,13.6
2014,rural,federal,educacaoinfantil,4,--
2014,urbana,estadual,educacaoinfantil,4,5.8
2014,rural,estadual,educacaoinfantil,4,4.4
2014,total,privada,educacaoinfantil,4,4.9
2014,total,municipal,educacaoinfantil,4,4.1
2014,total,federal,educacaoinfantil,4,13.6
2014,total,estadual,educacaoinfantil,4,5.6
2014,urbana,total,educacaoinfantil,4,4.6
2014,rural,total,educacaoinfantil,4,2.5
2014,total,total,educacaoinfantil,4,4.4
2014,urbana,pública,educacaoinfantil,3,18.6
2014,rural,pública,educacaoinfantil,3,13.4
2014,total,pública,educacaoinfantil,3,17.9
2014,urbana,privada,educacaoinfantil,3,17.6
2014,rural,privada,educacaoinfantil,3,9.7
2014,urbana,municipal,educacaoinfantil,3,18.6
2014,rural,municipal,educacaoinfantil,3,13.4
2014,urbana,municipal,educacaoinfantil,4,4.3
2014,urbana,federal,educacaoinfantil,3,28.7
2014,rural,privada,educacaoinfantil,4,3.5
2014,total,pública,educacaoinfantil,4,4.1
2014,rural,pública,educacaoinfantil,5,52.2
2014,total,pública,educacaoinfantil,5,27.6
2014,urbana,privada,educacaoinfantil,5,44.2
2014,rural,privada,educacaoinfantil,5,67.6
2014,urbana,municipal,educacaoinfantil,5,24
2014,rural,municipal,educacaoinfantil,5,52
2014,urbana,federal,educacaoinfantil,5,14.5
2014,rural,federal,educacaoinfantil,5,--
2014,urbana,estadual,educacaoinfantil,5,11.6
2014,rural,estadual,educacaoinfantil,5,65.5
2014,total,privada,educacaoinfantil,5,44.4
2014,total,municipal,educacaoinfantil,5,27.6
2014,total,federal,educacaoinfantil,5,14.5
2014,total,estadual,educacaoinfantil,5,21
2014,urbana,total,educacaoinfantil,5,31.4
2014,rural,total,educacaoinfantil,5,52.6
2014,total,total,educacaoinfantil,5,33.2
2014,urbana,pública,educacaoinfantil,4,4.3
2014,rural,pública,educacaoinfantil,4,2.4
2014,urbana,privada,educacaoinfantil,4,4.9
2014,rural,federal,educacaoinfantil,3,--
2014,urbana,pública,educacaoinfantil,5,23.9
2014,rural,estadual,educacaoinfantil,3,10.8
2014,rural,total,educacaoinfantil,2,0.2
2014,total,total,educacaoinfantil,2,0.4
2014,urbana,pública,educacaoinfantil,1,52.8
2014,rural,pública,educacaoinfantil,1,31.8
2014,total,pública,educacaoinfantil,1,50
2014,urbana,privada,educacaoinfantil,1,32.9
2014,rural,privada,educacaoinfantil,1,18.8
2014,urbana,estadual,educacaoinfantil,3,20.6
2014,rural,municipal,educacaoinfantil,1,32
2014,urbana,federal,educacaoinfantil,1,42.5
2014,rural,federal,educacaoinfantil,1,--
2014,urbana,estadual,educacaoinfantil,1,61.6
2014,rural,estadual,educacaoinfantil,1,19.3
2014,total,privada,educacaoinfantil,1,32.8
2014,total,municipal,educacaoinfantil,1,50
2014,total,federal,educacaoinfantil,1,42.5
2014,total,estadual,educacaoinfantil,1,54.2
2014,urbana,total,educacaoinfantil,1,45.4
2014,rural,total,educacaoinfantil,1,31.4
2014,urbana,total,educacaoinfantil,2,0.4
2014,total,estadual,educacaoinfantil,2,0.3
2014,urbana,municipal,educacaoinfantil,1,52.7
2014,total,municipal,educacaoinfantil,2,0.4
2014,total,federal,educacaoinfantil,2,0.7
2014,total,privada,educacaoinfantil,3,17.5
2014,total,municipal,educacaoinfantil,3,17.9
2014,total,federal,educacaoinfantil,3,28.7
2014,total,estadual,educacaoinfantil,3,18.9
2014,urbana,total,educacaoinfantil,3,18.2
2014,total,total,educacaoinfantil,3,17.8
2014,urbana,pública,educacaoinfantil,2,0.4
2014,rural,pública,educacaoinfantil,2,0.2
2014,rural,total,educacaoinfantil,3,13.3
2014,urbana,privada,educacaoinfantil,2,0.4
2014,total,pública,educacaoinfantil,2,0.4
2014,rural,estadual,educacaoinfantil,2,0
2014,urbana,estadual,educacaoinfantil,2,0.4
2014,rural,federal,educacaoinfantil,2,--
2014,total,privada,educacaoinfantil,2,0.4
2014,rural,municipal,educacaoinfantil,2,0.2
2014,urbana,municipal,educacaoinfantil,2,0.4
2014,rural,privada,educacaoinfantil,2,0.4
2014,urbana,federal,educacaoinfantil,2,0.7
2014,total,estadual,ejaensinofundamental,4,7
2014,urbana,federal,ejaensinofundamental,4,3.1
2014,rural,federal,ejaensinofundamental,4,--
2014,urbana,estadual,ejaensinofundamental,4,7.1
2014,rural,estadual,ejaensinofundamental,4,6.6
2014,total,privada,ejaensinofundamental,4,4.8
2014,total,municipal,ejaensinofundamental,4,4
2014,total,federal,ejaensinofundamental,4,3.1
2014,urbana,total,ejaensinofundamental,4,5.6
2014,urbana,federal,ejaensinofundamental,3,3.8
2014,total,total,ejaensinofundamental,4,4.9
2014,urbana,pública,ejaensinofundamental,3,42.5
2014,rural,pública,ejaensinofundamental,3,25.9
2014,total,pública,ejaensinofundamental,3,38.2
2014,urbana,privada,ejaensinofundamental,3,62.7
2014,rural,privada,ejaensinofundamental,3,65.1
2014,urbana,municipal,ejaensinofundamental,3,45.4
2014,rural,municipal,ejaensinofundamental,3,24.2
2014,rural,total,ejaensinofundamental,4,2.5
2014,rural,municipal,ejaensinofundamental,4,2
2014,total,pública,ejaensinofundamental,5,27.9
2014,rural,privada,ejaensinofundamental,4,1.5
2014,rural,federal,ejaensinofundamental,3,--
2014,urbana,privada,ejaensinofundamental,5,14.1
2014,rural,privada,ejaensinofundamental,5,21.9
2014,urbana,municipal,ejaensinofundamental,5,19.8
2014,rural,municipal,ejaensinofundamental,5,66.4
2014,urbana,federal,ejaensinofundamental,5,37.1
2014,rural,federal,ejaensinofundamental,5,--
2014,urbana,estadual,ejaensinofundamental,5,7.9
2014,rural,estadual,ejaensinofundamental,5,30.8
2014,urbana,municipal,ejaensinofundamental,4,5
2014,total,privada,ejaensinofundamental,5,14.2
2014,total,federal,ejaensinofundamental,5,37.1
2014,total,estadual,ejaensinofundamental,5,10.5
2014,urbana,total,ejaensinofundamental,5,15.7
2014,rural,total,ejaensinofundamental,5,62.1
2014,total,total,ejaensinofundamental,5,27
2014,urbana,pública,ejaensinofundamental,4,5.7
2014,rural,pública,ejaensinofundamental,4,2.5
2014,total,pública,ejaensinofundamental,4,4.9
2014,urbana,privada,ejaensinofundamental,4,4.9
2014,total,municipal,ejaensinofundamental,5,34.5
2014,total,total,ejaensinofundamental,1,27.3
2014,total,municipal,ejaensinofundamental,2,0.5
2014,rural,estadual,ejaensinofundamental,3,38.8
2014,total,total,ejaensinofundamental,2,0.9
2014,urbana,pública,ejaensinofundamental,1,34.7
2014,rural,pública,ejaensinofundamental,1,9.1
2014,total,pública,ejaensinofundamental,1,28
2014,urbana,privada,ejaensinofundamental,1,17.7
2014,rural,privada,ejaensinofundamental,1,11.5
2014,urbana,municipal,ejaensinofundamental,1,29.2
2014,rural,municipal,ejaensinofundamental,1,7.3
2014,urbana,federal,ejaensinofundamental,1,56
2014,rural,federal,ejaensinofundamental,1,--
2014,urbana,estadual,ejaensinofundamental,1,46
2014,rural,estadual,ejaensinofundamental,1,22.2
2014,total,privada,ejaensinofundamental,1,17.7
2014,total,municipal,ejaensinofundamental,1,22.3
2014,total,federal,ejaensinofundamental,1,56
2014,total,estadual,ejaensinofundamental,1,43.3
2014,urbana,total,ejaensinofundamental,1,33.2
2014,rural,total,ejaensinofundamental,1,9.1
2014,urbana,pública,ejaensinofundamental,5,15.9
2014,rural,total,ejaensinofundamental,2,0.3
2014,urbana,estadual,ejaensinofundamental,3,36.6
2014,urbana,total,ejaensinofundamental,2,1.1
2014,total,federal,ejaensinofundamental,2,0
2014,total,privada,ejaensinofundamental,3,62.7
2014,total,municipal,ejaensinofundamental,3,38.7
2014,total,federal,ejaensinofundamental,3,3.8
2014,total,estadual,ejaensinofundamental,3,36.9
2014,urbana,total,ejaensinofundamental,3,44.4
2014,rural,total,ejaensinofundamental,3,26
2014,total,total,ejaensinofundamental,3,39.9
2014,urbana,pública,ejaensinofundamental,2,1.2
2014,rural,pública,ejaensinofundamental,2,0.3
2014,total,pública,ejaensinofundamental,2,1
2014,urbana,privada,ejaensinofundamental,2,0.6
2014,rural,privada,ejaensinofundamental,2,0
2014,urbana,municipal,ejaensinofundamental,2,0.6
2014,rural,municipal,ejaensinofundamental,2,0.1
2014,urbana,federal,ejaensinofundamental,2,0
2014,rural,federal,ejaensinofundamental,2,--
2014,urbana,estadual,ejaensinofundamental,2,2.4
2014,rural,estadual,ejaensinofundamental,2,1.6
2014,total,privada,ejaensinofundamental,2,0.6
2014,total,estadual,ejaensinofundamental,2,2.3
2014,rural,pública,ejaensinofundamental,5,62.2
2014,rural,estadual,ejaensinomedio,3,41.1
2014,rural,total,ejaensinomedio,1,32.7
2014,rural,municipal,ejaensinomedio,4,6.1
2014,urbana,federal,ejaensinomedio,4,7.8
2014,rural,federal,ejaensinomedio,4,7.1
2014,urbana,estadual,ejaensinomedio,4,7.8
2014,rural,estadual,ejaensinomedio,4,9.7
2014,total,privada,ejaensinomedio,4,9.5
2014,total,municipal,ejaensinomedio,4,4.5
2014,total,federal,ejaensinomedio,4,7.7
2014,urbana,municipal,ejaensinomedio,4,4.3
2014,total,estadual,ejaensinomedio,4,7.9
2014,rural,total,ejaensinomedio,4,9.2
2014,total,total,ejaensinomedio,4,7.9
2014,urbana,pública,ejaensinomedio,3,30
2014,rural,pública,ejaensinomedio,3,39.3
2014,total,pública,ejaensinomedio,3,30.4
2014,urbana,privada,ejaensinomedio,3,32.4
2014,rural,privada,ejaensinomedio,3,38.6
2014,urbana,municipal,ejaensinomedio,3,32.6
2014,urbana,total,ejaensinomedio,4,7.9
2014,rural,municipal,ejaensinomedio,3,30.4
2014,rural,privada,ejaensinomedio,4,5.7
2014,total,pública,ejaensinomedio,4,7.7
2014,total,pública,ejaensinomedio,5,5
2014,urbana,privada,ejaensinomedio,5,9
2014,rural,privada,ejaensinomedio,5,29.7
2014,urbana,municipal,ejaensinomedio,5,4.9
2014,rural,municipal,ejaensinomedio,5,42.6
2014,urbana,federal,ejaensinomedio,5,1.6
2014,rural,federal,ejaensinomedio,5,1.9
2014,urbana,estadual,ejaensinomedio,5,4.4
2014,urbana,privada,ejaensinomedio,4,9.5
2014,rural,estadual,ejaensinomedio,5,14.4
2014,total,municipal,ejaensinomedio,5,8
2014,total,federal,ejaensinomedio,5,1.6
2014,total,estadual,ejaensinomedio,5,4.9
2014,urbana,total,ejaensinomedio,5,4.9
2014,rural,total,ejaensinomedio,5,16
2014,total,total,ejaensinomedio,5,5.4
2014,urbana,pública,ejaensinomedio,4,7.7
2014,rural,pública,ejaensinomedio,4,9.4
2014,total,privada,ejaensinomedio,5,9.2
2014,urbana,federal,ejaensinomedio,3,10.3
2014,rural,federal,ejaensinomedio,3,15.2
2014,urbana,estadual,ejaensinomedio,3,30.1
2014,rural,total,ejaensinomedio,2,2.9
2014,total,total,ejaensinomedio,2,2.8
2014,urbana,pública,ejaensinomedio,1,54.9
2014,rural,pública,ejaensinomedio,1,32.9
2014,total,pública,ejaensinomedio,1,54
2014,urbana,privada,ejaensinomedio,1,47.2
2014,rural,privada,ejaensinomedio,1,24.2
2014,urbana,municipal,ejaensinomedio,1,56.7
2014,urbana,total,ejaensinomedio,2,2.8
2014,rural,municipal,ejaensinomedio,1,19.9
2014,rural,federal,ejaensinomedio,1,69.6
2014,urbana,estadual,ejaensinomedio,1,54.7
2014,rural,estadual,ejaensinomedio,1,31.9
2014,total,privada,ejaensinomedio,1,46.9
2014,total,municipal,ejaensinomedio,1,53.6
2014,total,federal,ejaensinomedio,1,73.8
2014,total,estadual,ejaensinomedio,1,53.8
2014,urbana,total,ejaensinomedio,1,54.2
2014,urbana,federal,ejaensinomedio,1,74.7
2014,total,estadual,ejaensinomedio,2,2.9
2014,total,federal,ejaensinomedio,2,5.7
2014,total,municipal,ejaensinomedio,2,1.5
2014,total,privada,ejaensinomedio,3,32.5
2014,total,municipal,ejaensinomedio,3,32.4
2014,total,federal,ejaensinomedio,3,11.2
2014,total,estadual,ejaensinomedio,3,30.5
2014,urbana,total,ejaensinomedio,3,30.2
2014,rural,total,ejaensinomedio,3,39.2
2014,total,total,ejaensinomedio,3,30.6
2014,urbana,pública,ejaensinomedio,2,2.9
2014,rural,pública,ejaensinomedio,2,2.9
2014,total,pública,ejaensinomedio,2,2.9
2014,urbana,privada,ejaensinomedio,2,1.9
2014,rural,privada,ejaensinomedio,2,1.8
2014,urbana,municipal,ejaensinomedio,2,1.5
2014,rural,municipal,ejaensinomedio,2,1
2014,urbana,federal,ejaensinomedio,2,5.6
2014,rural,federal,ejaensinomedio,2,6.2
2014,urbana,estadual,ejaensinomedio,2,3
2014,rural,estadual,ejaensinomedio,2,2.9
2014,total,privada,ejaensinomedio,2,1.9
2014,total,total,ejaensinomedio,1,53.3
2014,rural,pública,ejaensinomedio,5,15.5
2014,urbana,pública,ejaensinomedio,5,4.5
2014,total,total,ensinofundamentalanosfinais,1,49.5
2014,urbana,municipal,ensinofundamentalanosfinais,4,5.1
2014,rural,municipal,ensinofundamentalanosfinais,4,2.7
2014,urbana,federal,ensinofundamentalanosfinais,4,7.6
2014,rural,federal,ensinofundamentalanosfinais,4,0
2014,urbana,estadual,ensinofundamentalanosfinais,4,5
2014,rural,estadual,ensinofundamentalanosfinais,4,5.5
2014,total,privada,ensinofundamentalanosfinais,4,5.9
2014,total,municipal,ensinofundamentalanosfinais,4,4.1
2014,total,federal,ensinofundamentalanosfinais,4,7.5
2014,total,estadual,ensinofundamentalanosfinais,4,5.1
2014,urbana,total,ensinofundamentalanosfinais,4,5.2
2014,rural,total,ensinofundamentalanosfinais,4,3.2
2014,total,total,ensinofundamentalanosfinais,4,4.8
2014,urbana,pública,ensinofundamentalanosfinais,3,26.3
2014,rural,pública,ensinofundamentalanosfinais,3,35.5
2014,total,pública,ensinofundamentalanosfinais,3,28.7
2014,urbana,privada,ensinofundamentalanosfinais,3,19.4
2014,rural,privada,ensinofundamentalanosfinais,3,21.6
2014,urbana,municipal,ensinofundamentalanosfinais,3,29.9
2014,rural,privada,ensinofundamentalanosfinais,4,6.5
2014,rural,municipal,ensinofundamentalanosfinais,3,36.1
2014,urbana,privada,ensinofundamentalanosfinais,4,5.9
2014,rural,pública,ensinofundamentalanosfinais,4,3.1
2014,urbana,pública,ensinofundamentalanosfinais,5,7.7
2014,rural,pública,ensinofundamentalanosfinais,5,41.2
2014,total,pública,ensinofundamentalanosfinais,5,16.7
2014,urbana,privada,ensinofundamentalanosfinais,5,14.2
2014,rural,privada,ensinofundamentalanosfinais,5,30.4
2014,urbana,municipal,ensinofundamentalanosfinais,5,10.6
